SampleID	mean	sd	measure	X.SampleID	Experiment	Farm	Year	farm_number	section	row	block	section_block	farm_block	farm_section_block	farm_section_block_treatment	year_farm_section_block_treatment	Sample_type	DNA	DNA_sample_label	DNA_sample_name	DNA_seq_number	DNA_plate_number	DNA_col	DNA_row	Tissue	DNA_control	Treatment	Seed_source	Disinfection	Inoculation	plot_level	soil_moisture_at_planting	plants_at_planting	approx_plants_at_harvest	cob.weight.grams	cob_weight_g_plot_avg	max_cob_weight_plot	is_disease_score	seed_weight_g_plot	seed_weight_g_block	lb_seeds_plot	lb_seeds_block	cob_count_wk12	cob_count	cobs_per_plant	seeds_per_cob_g	Seeds_per_plant	disease	disease_plot_avg	Height	Height_avg	copies_ITS_all	copies_Fus_all	copies_Fverti_all	copies_Fum_all	perc_Fus_ITS	perc_Fvert_Fus	perc_Fum_Fus	log_copies_ITS_all	log_copies_Fus_all	log_copies_Fverti_all	log_copies_Fum_all
Sample166	15.3214841785	1.7198669488	Inverse Simpson	Sample166	1	PC	2014	2	1	1	3	1.3	2.3	2.1.3	2.1.3.4	2014.2.1.3.4	Seed	1		PC.14.SDH.1.3.4	166	2	9	F	Seed	0	4	3	1	1	1	NA	16	15	NA	79.4375	110.29	1	516.63	NA	1.1379515419	NA	NA	8	0.5333333333	64.57875	34.442	0.5281265102	0.5281265102	NA	NA	40327.6103564345	591.8485073736	627.698532144	17.1780212109	1.4676012343	106.0572974881	2.9024355045	4.6056132573	2.7729437308	2.7984424464	1.2595466058
Sample167	4.6822653763	0.7282650662	Inverse Simpson	Sample167	1	OSU	2014	3	2	13	2	2.2	3.2	3.2.2	3.2.2.3	2014.3.2.2.3	Seed	1		OSU.14.SDH.13.2.3	167	2	9	G	Seed	0	3	3	0	1	1	NA	24	22	NA	70	116	1	596	NA	1.3127753304	NA	NA	11	0.5	54.1818181818	27.0909090909	0.6845088937	0.6535540065	NA	NA	34181.3390710743	28.1679409848	42.0124086192	0	0.0824073654	149.1497324631	0	4.5338017778	1.4649057726	1.633593763	0
Sample168	34.8114242913	4.1688695657	Inverse Simpson	Sample168	1	OSU	2014	3	2	13	3	2.3	3.3	3.2.3	3.2.3.6	2014.3.2.3.6	Seed	1		OSU.14.SDH.13.3.6	168	2	9	H	Seed	0	6	4	1	0	1	NA	24	22	NA	68.88	96.29	1	620.48	NA	1.3666960352	NA	NA	11	0.5	56.4072727273	28.2036363636	0.6312282152	0.6605716654	NA	NA	30159.0242101604	6.2549199528	0	0	0.0207397955	0	0	4.4794316858	0.860632625	0	0
Sample169	8.905680882	0.991520873	Inverse Simpson	Sample169	1	AS	2014	1	3	6	2	3.2	1.2	1.3.2	1.3.2.3	2014.1.3.2.3	Seed	1		AS.14.SDH.6.2.3	169	2	10	A	Seed	0	3	3	0	1	1	NA	20	18	NA	98.23275	185.976	1	2215.52	NA	4.88	NA	NA	32	1.7777777778	69.235	123.0844444444	0.6381985661	0.6011951459	156	163.5	22569.4317599418	4.7074076472	0	0	0.0208574487	0	0	4.353539867	0.7564388928	0	0
Sample170	10.0877222655	1.3963964923	Inverse Simpson	Sample170	1	PC	2014	2	1	1	4	1.4	2.4	2.1.4	2.1.4.1	2014.2.1.4.1	Seed	1		PC.14.SDH.1.4.1	170	2	10	B	Seed	0	1	3	0	0	1	NA	16	15	NA	62.4444444444	111	1	448	NA	0.986784141	NA	NA	9	0.6	49.7777777778	29.8666666667	0.6656582813	0.6656582813	NA	NA	31115.6678312079	2.5294326336	1.4665267776	0	0.0081291285	57.9784872749	0	4.4929930838	0.5477048969	0.3920858347	0
Sample171	11.5285229243	1.8432904553	Inverse Simpson	Sample171	1	OSU	2014	3	2	14	1	2.1	3.1	3.2.1	3.2.1.7	2014.3.2.1.7	Seed	1		OSU.14.SDH.14.1.7	171	2	10	C	Seed	0	7	4	0	1	1	NA	24	22	NA	81.6252380952	144.45	1	1369.7	NA	3.0169603524	NA	NA	21	0.9545454545	65.2238095238	62.2590909091	0.7321414285	0.7172473561	NA	NA	29732.3050915205	768.7833304344	1371.9398511048	0.0956061925	2.5856835791	178.4559832131	0.0124360387	4.4732431871	2.8863685023	3.1376515111	0.0396544783
Sample172	18.3800530424	2.3685168927	Inverse Simpson	Sample172	1	OSU	2014	3	2	14	2	2.2	3.2	3.2.2	3.2.2.5	2014.3.2.2.5	Seed	1		OSU.14.SDH.14.2.5	172	2	10	D	Seed	0	5	4	0	0	1	NA	24	22	NA	69.7857142857	123	1	815	NA	1.795154185	NA	NA	14	0.6363636364	58.2142857143	37.0454545455	0.7321612385	0.7072099675	NA	NA	39063.8218569657	187.4427453696	2.8771959048	0	0.4798371907	1.534973199	0	4.5917858482	2.2751794227	0.5885177454	0
Sample173	4.5976474899	0.5970823139	Inverse Simpson	Sample173	1	AS	2014	1	3	6	2	3.2	1.2	1.3.2	1.3.2.4	2014.1.3.2.4	Seed	1		AS.14.SDH.6.2.4	173	2	10	E	Seed	0	4	3	1	1	1	NA	20	18	NA	107.8936170213	164	1	2201.9	NA	4.85	NA	NA	47	2.6111111111	46.8489361702	122.3277777778	0.5067667669	0.5940595001	125	111	30413.5743970353	9.4191544848	0	0	0.0309702318	0	0	4.4830817436	1.0178324774	0	0
Sample174	15.0262103714	1.7064351443	Inverse Simpson	Sample174	1	PC	2014	2	1	1	4	1.4	2.4	2.1.4	2.1.4.2	2014.2.1.4.2	Seed	1		PC.14.SDH.1.4.2	174	2	10	F	Seed	0	2	3	1	0	1	NA	16	15	NA	40.3333333333	73	1	262	NA	0.577092511	NA	NA	9	0.6	29.1111111111	17.4666666667	0.7084410716	0.7084410716	NA	NA	47967.2855104374	2195.4990595464	0	56.711300533	4.5770758887	0	2.5830710465	4.6809541961	3.3417310217	0	1.7612608613
Sample175	14.5104211756	1.6095124267	Inverse Simpson	Sample175	1	OSU	2014	3	2	14	3	2.3	3.3	3.2.3	3.2.3.1	2014.3.2.3.1	Seed	1		OSU.14.SDH.14.3.1	175	2	10	G	Seed	0	1	3	0	0	1	NA	24	22	NA	59.75	91	1	396	NA	0.872246696	NA	NA	8	0.3636363636	49.5	18	0.7101011394	0.7834268048	NA	NA	37358.153591447	1048.6856747112	1745.3330431896	0	2.8071132374	166.4305220599	0	4.5723970283	3.0210592703	3.2421270716	0
Sample176	18.5287005706	2.2926983505	Inverse Simpson	Sample176	1	OSU	2014	3	2	14	4	2.4	3.4	3.2.4	3.2.4.4	2014.3.2.4.4	Seed	1		OSU.14.SDH.14.4.4	176	2	10	H	Seed	0	4	3	1	1	1	NA	24	22	NA	77.75	133	1	785	NA	1.7290748899	NA	NA	12	0.5454545455	65.4166666667	35.6818181818	0.6159620098	0.6549887068	NA	NA	34650.0951365301	430.2084699192	669.1063198896	0	1.2415794768	155.5307174718	0	4.5397169649	2.6346872828	2.8261437139	0
Sample177	1.4017331294	0.0916947001	Inverse Simpson	Sample177	1	AS	2014	1	3	6	3	3.3	1.3	1.3.3	1.3.3.1	2014.1.3.3.1	Seed	1		AS.14.SDH.6.3.1	177	2	11	A	Seed	0	1	3	0	0	1	NA	20	18	NA	83.4349090909	208.656	1	1684.34	NA	3.71	NA	NA	33	1.8333333333	51.0406060606	93.5744444444	0.6059726307	0.587311218	139	143	22102.7312807864	2584.4996568864	1517.760924948	37.987674859	11.6931234609	58.7255224006	1.4698270421	4.3444655921	3.4125444845	3.181489415	1.5909273356
Sample178	9.7489583531	1.2252273867	Inverse Simpson	Sample178	1	PC	2014	2	1	1	4	1.4	2.4	2.1.4	2.1.4.3	2014.2.1.4.3	Seed	1		PC.14.SDH.1.4.3	178	2	11	B	Seed	0	3	3	0	1	1	NA	16	15	NA	53.8	74	1	207	NA	0.4559471366	NA	NA	5	0.3333333333	41.4	13.8	0.7414988187	0.7414988187	NA	NA	33375.2474705978	1019.7308019576	2785.4548404408	0	3.0553505344	273.1558990955	0	4.5234375069	3.0089112204	3.4450520089	0
Sample179	19.5247802795	1.9567015426	Inverse Simpson	Sample179	1	OSU	2014	3	2	14	5	2.5	3.5	3.2.5	3.2.5.5	2014.3.2.5.5	Seed	1		OSU.14.SDH.14.5.5	179	2	11	C	Seed	0	5	4	0	0	1	NA	24	22	NA	85.5	151	1	1269	NA	2.795154185	NA	NA	18	0.8181818182	70.5	57.6818181818	0.811023834	0.752162795	NA	NA	39309.9113219093	342.6546838968	661.021934652	0	0.8716750366	192.9119798202	0	4.5945131119	2.5361222676	2.8208723791	0
Sample180	7.6653574691	0.8190408095	Inverse Simpson	Sample180	1	OSU	2014	3	2	15	1	2.1	3.1	3.2.1	3.2.1.3	2014.3.2.1.3	Seed	1		OSU.14.SDH.15.1.3	180	2	11	D	Seed	0	3	3	0	1	1	NA	24	22	NA	67.1666666667	120	1	672	NA	1.4801762115	NA	NA	12	0.5454545455	56	30.5454545455	0.5566951146	0.5881286765	NA	NA	41211.3480019212	NA	NA	NA	NA	NA	NA	4.6150273584	NA	NA	NA
Sample181	8.4719045625	1.222410094	Inverse Simpson	Sample181	1	AS	2014	1	3	6	3	3.3	1.3	1.3.3	1.3.3.2	2014.1.3.3.2	Seed	1		AS.14.SDH.6.3.2	181	2	11	E	Seed	0	2	3	1	0	1	NA	20	18	NA	86.5421052632	185.976	1	2397.12	NA	5.28	NA	NA	38	2.1111111111	63.0821052632	133.1733333333	0.616784833	0.6254257602	146	133	18997.7502105986	21.8984464896	3.388730004	0.2382582289	0.1152686305	15.4747507117	1.0880142982	4.2787250328	1.3598060193	0.6423388637	0.0928112228
Sample182	11.4081345921	1.0994331351	Inverse Simpson	Sample182	1	PC	2014	2	1	1	4	1.4	2.4	2.1.4	2.1.4.4	2014.2.1.4.4	Seed	1		PC.14.SDH.1.4.4	182	2	11	F	Seed	0	4	3	1	1	1	NA	16	15	NA	59.875	125	1	370	NA	0.8149779736	NA	NA	8	0.5333333333	46.25	24.6666666667	0.73531321	0.73531321	NA	NA	29911.7705272362	22.740122256	0.7533909768	0	0.0760239927	3.3130471697	0	4.4758566393	1.3754829511	0.2438787673	0
Sample183	5.2997543579	0.6827123864	Inverse Simpson	Sample183	1	OSU	2014	3	2	15	3	2.3	3.3	3.2.3	3.2.3.3	2014.3.2.3.3	Seed	1		OSU.14.SDH.15.3.3	183	2	11	G	Seed	0	3	3	0	1	1	NA	24	22	NA	75.9357142857	146.4	1	856.8	NA	1.8872246696	NA	NA	14	0.6363636364	61.2	38.9454545455	0.7292599585	0.7448403426	NA	NA	36934.7983159195	34.9499099304	54.15465396	0	0.0946259666	154.9493376888	0	4.5674474901	1.5556978066	1.7415821642	0
Sample184	7.5863325948	0.784003131	Inverse Simpson	Sample184	1	OSU	2014	3	2	16	3	2.3	3.3	3.2.3	3.2.3.5	2014.3.2.3.5	Seed	1		OSU.14.SDH.16.3.5	184	2	11	H	Seed	0	5	4	0	0	1	NA	24	22	NA	72.375	130	1	501	NA	1.1035242291	NA	NA	8	0.3636363636	62.625	22.7727272727	0.6725040136	0.6664305409	NA	NA	25472.4433203612	NA	NA	NA	NA	NA	NA	4.4060876538	NA	NA	NA
Sample193	3.772906359	0.4807667412	Inverse Simpson	Sample193	2		2013	1	NA	NA	NA	NA	NA			2013	Seed_	1		CRG.13.AS	193	3	1	A	Seed	0	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sample194	13.2798475982	1.5661901685	Inverse Simpson	Sample194	2		2013	1	NA	NA	NA	NA	NA			2013	Seed_stock	1		CRG.13.AS.A	194	3	1	B	Seed	0	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sample195	7.1896673385	1.010434407	Inverse Simpson	Sample195	2		2013	1	NA	NA	NA	NA	NA			2013	Seed_stock	1		CRG.13.AS.B	195	3	1	C	Seed	0	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sample196	6.1480085847	0.9616595408	Inverse Simpson	Sample196	2		2013	2	NA	NA	NA	NA	NA			2013	Seed_stock	1		CRG.13.PC	196	3	1	D	Seed	0	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sample197	2.3756730119	0.2323988604	Inverse Simpson	Sample197	2		2013	2	NA	NA	NA	NA	NA			2013	Seed_stock	1		CRG.13.PC.A	197	3	1	E	Seed	0	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sample198	2.352506682	0.2316445579	Inverse Simpson	Sample198	2		2013	2	NA	NA	NA	NA	NA			2013	Seed_stock	1		CRG.13.PC.B	198	3	1	F	Seed	0	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sample227	9.3032617041	0.9001804328	Inverse Simpson	Sample227	2		2012	1	NA	NA	NA	NA	NA			2012	Seed_stock	1		CRG.12.ASss	227	3	5	C	Seed	0	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sample228	7.8050103315	0.8665031406	Inverse Simpson	Sample228	2		2012	1	NA	NA	NA	NA	NA			2012	Seed_stock	1		CRG.12.ASosu	228	3	5	D	Seed	0	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sample229	4.4011850143	0.4941199372	Inverse Simpson	Sample229	2		2012	1	NA	NA	NA	NA	NA			2012	Seed_stock	1		CRG.12.ASmkt	229	3	5	E	Seed	0	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sample232	2.3907110196	0.2592723786	Inverse Simpson	Sample232	2		2011	0	NA	NA	NA	NA	NA			2011	Seed_stock	1		CRG.11.CD	232	3	5	H	Seed	0	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sample235	5.1220469618	0.6497606716	Inverse Simpson	Sample235	NA		NA	NA	NA	NA	NA	NA	NA				DNA_control	1		ctl.pooledCRN1	235	3	6	C	Seed	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sample236	9.7370455472	0.7977680816	Inverse Simpson	Sample236	NA		NA	NA	NA	NA	NA	NA	NA				DNA_control	1		ctl.3ext	236	3	6	D	Seed	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sample268	8.9669356935	0.9056555359	Inverse Simpson	Sample268	2		2013	3	NA	NA	NA	NA	NA			2013	Seed_stock	1		CRG.13.OSU.top5	268	3	10	D	Seed	0	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sample273	4.5827174836	0.3791887135	Inverse Simpson	Sample273	2		2012	1	NA	NA	NA	NA	NA			2012	Seed_stock	1		CRG.12.AS.OSU.A	273	3	11	A	Seed	0	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sample274	9.5394603865	0.8887967515	Inverse Simpson	Sample274	2		2012	1	NA	NA	NA	NA	NA			2012	Seed_stock	1		CRG.12.AS.OSU.B	274	3	11	B	Seed	0	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sample275	9.0945084112	0.9655918377	Inverse Simpson	Sample275	2		2012	0	NA	NA	NA	NA	NA			2012	Seed_stock	1		CRG.12.CD.A	275	3	11	C	Seed	0	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sample276	32.1249884081	3.8889764018	Inverse Simpson	Sample276	2		2012	0	NA	NA	NA	NA	NA			2012	Seed_stock	1		CRG.12.CD.B	276	3	11	D	Seed	0	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sample277	12.3342836066	1.075248869	Inverse Simpson	Sample277	4		2013	NA	NA	NA	NA	NA	NA			2013	Silk	1		Silk.13.OSU.1	277	3	11	E	Silk	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sample278	9.3690526838	1.2560265631	Inverse Simpson	Sample278	4		2013	NA	NA	NA	NA	NA	NA			2013	Silk	1		Silk.13.OSU.2	278	3	11	F	Silk	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sample279	7.3292562901	0.5599914945	Inverse Simpson	Sample279	4		2013	NA	NA	NA	NA	NA	NA			2013	Silk	1		Silk.13.OSU.3	279	3	11	G	Silk	0	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sample280	13.6447588695	1.9628223439	Inverse Simpson	Sample280	4		2013	NA	NA	NA	NA	NA	NA			2013	Silk	1		Silk.13.OSU.4	280	3	11	H	Silk	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sample281	35.0271335984	5.7652223053	Inverse Simpson	Sample281	3		2014	NA	NA	NA	NA	NA	NA			2014	Soil	1		Soil.14.AS.1	281	3	12	A	Soil	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sample282	41.6297704755	8.2402915472	Inverse Simpson	Sample282	3		2014	NA	NA	NA	NA	NA	NA			2014	Soil	1		Soil.14.AS.2	282	3	12	B	Soil	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sample283	27.0674210844	6.2343567073	Inverse Simpson	Sample283	3		2014	NA	NA	NA	NA	NA	NA			2014	Soil	1		Soil.14.PC.1	283	3	12	C	Soil	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sample284	90.3585467637	11.7570929129	Inverse Simpson	Sample284	3		2014	NA	NA	NA	NA	NA	NA			2014	Soil	1		Soil.14.PC.2	284	3	12	D	Soil	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sample285	105.4321411055	11.3923601215	Inverse Simpson	Sample285	3		2013	NA	NA	NA	NA	NA	NA			2013	Soil	1		Soil.13.OSU.1	285	3	12	E	Soil	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sample286	93.6565853902	12.2477248249	Inverse Simpson	Sample286	3		2013	NA	NA	NA	NA	NA	NA			2013	Soil	1		Soil.13.OSU.2	286	3	12	F	Soil	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sample287	7.9491040305	1.7335984538	Inverse Simpson	Sample287	3		2014	NA	NA	NA	NA	NA	NA			2014	Soil	1		Soil.14.OSU.1	287	3	12	G	Soil	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sample288	74.0435904642	10.6725055655	Inverse Simpson	Sample288	3		2014	NA	NA	NA	NA	NA	NA			2014	Soil	1		Soil.14.OSU.2	288	3	12	H	Soil	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sample1	107.83	5.4217202533	Richness	Sample1	1	AS	2014	1	2	1	1	2.1	1.1	1.2.1	1.2.1.1	2014.1.2.1.1	Crown	1	A.1.1	AS.14.CR8.2.1.1	1	1	1	A	Crown	0	1	3	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6815257228	NA	NA	NA	NA	17.1509174164	NA	NA	NA	NA	NA	NA	1.2588985808	NA	NA
Sample2	5.35	1.6414763003	Richness	Sample2	1	AS	2014	1	2	4	4	2.4	1.4	1.2.4	1.2.4.1	2014.1.2.4.1	Crown	1	A.4.1	AS.14.CR8.2.4.1	2	1	1	B	Crown	0	1	3	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5445988975	NA	NA	NA	NA	0.5307121625	NA	NA	NA	NA	NA	NA	0.184893533	NA	NA
Sample3	100.52	5.4596407178	Richness	Sample3	1	AS	2014	1	1	1	1	1.1	1.1	1.1.1	1.1.1.2	2014.1.1.1.2	Crown	1	C.1.2	AS.14.CR8.1.1.2	3	1	1	C	Crown	0	2	3	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.528999622	NA	NA	NA	NA	2.2454756815	NA	NA	NA	NA	NA	NA	0.5112783593	NA	NA
Sample4	102.58	5.5744366024	Richness	Sample4	1	AS	2014	1	2	4	4	2.4	1.4	1.2.4	1.2.4.2	2014.1.2.4.2	Crown	1	A.4.2	AS.14.CR8.2.4.2	4	1	1	D	Crown	0	2	3	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5858369759	NA	NA	NA	NA	0.3023475882	NA	NA	NA	NA	NA	NA	0.1147269101	NA	NA
Sample5	120.34	5.4183004529	Richness	Sample5	1	AS	2014	1	3	1	1	3.1	1.1	1.3.1	1.3.1.3	2014.1.3.1.3	Crown	1	B.1.3	AS.14.CR8.3.1.3	5	1	1	E	Crown	0	3	3	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5476913943	NA	NA	NA	NA	0.0822077013	NA	NA	NA	NA	NA	NA	0.0343106202	NA	NA
Sample6	95.94	6.3624847443	Richness	Sample6	1	AS	2014	1	1	4	4	1.4	1.4	1.1.4	1.1.4.3	2014.1.1.4.3	Crown	1	C4.3	AS.14.CR8.1.4.3	6	1	1	F	Crown	0	3	3	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5630505628	NA	NA	NA	NA	0.2510941118	NA	NA	NA	NA	NA	NA	0.0972899801	NA	NA
Sample7	118.93	5.8917079206	Richness	Sample7	1	OSU	2014	3	1	5	5	1.5	3.5	3.1.5	3.1.5.2	2014.3.1.5.2	Crown	1	2.5.2	OSU.14.CR8.1.5.2	7	1	1	G	Crown	0	2	3	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6915030271	NA	NA	NA	NA	0.2426457059	NA	NA	NA	NA	NA	NA	0.0943473234	NA	NA
Sample8	78.42	5.23040837	Richness	Sample8	1	OSU	2014	3	2	3	3	2.3	3.3	3.2.3	3.2.3.2	2014.3.2.3.2	Crown	1	9.3.2	OSU.14.CR8.2.3.2	8	1	1	H	Crown	0	2	3	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6404026565	NA	NA	NA	NA	0.3194197249	NA	NA	NA	NA	NA	NA	0.1203829724	NA	NA
Sample9	34.25	4.621808208	Richness	Sample9	1	OSU	2014	3	1	4	4	1.4	3.4	3.1.4	3.1.4.1	2014.3.1.4.1	Crown	1	1.4.1	OSU.14.CR8.1.4.1	9	1	2	A	Crown	0	1	3	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.717339866	NA	NA	NA	NA	2.1684457292	NA	NA	NA	NA	NA	NA	0.5008462727	NA	NA
Sample10	87.88	5.4998255252	Richness	Sample10	1	OSU	2014	3	2	5	5	2.5	3.5	3.2.5	3.2.5.4	2014.3.2.5.4	Crown	1	12.5.4	OSU.14.CR8.2.5.4	10	1	2	B	Crown	0	4	3	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6451270235	NA	NA	NA	NA	1.4052740008	NA	NA	NA	NA	NA	NA	0.3811645569	NA	NA
Sample11	84.25	5.8987672056	Richness	Sample11	1	OSU	2014	3	1	1	1	1.1	3.1	3.1.1	3.1.1.4	2014.3.1.1.4	Crown	1	6.1.4	OSU.14.CR8.1.1.4	11	1	2	C	Crown	0	4	3	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6599908329	NA	NA	NA	NA	0.7349069645	NA	NA	NA	NA	NA	NA	0.2392761904	NA	NA
