"","SampleID","Experiment","Farm","Year","farm_number","section","row","block","section_block","farm_block","year_farm_block","farm_section_block","year_farm_section_block","farm_section_block_treatment","year_farm_section_block_treatment","Sample_type","DNA","DNA_sample_name","DNA_seq_number","DNA_plate_number","DNA_col","DNA_row","Tissue","DNA_control","Treatment","Seed_source","Disinfection","Inoculation","plot_level","soil_moisture_at_planting","plants_at_planting","approx_plants_at_harvest","cob.weight.grams","cob_weight_g_plot_avg","max_cob_weight_plot","is_disease_score","seed_weight_g_plot","seed_weight_g_block","lb_seeds_plot","lb_seeds_block","cob_count_wk12","cob_count","cobs_per_plant","seeds_per_cob_g","Seeds_per_plant","disease","disease_plot_avg","Height","Height_avg","copies_ITS_all","copies_Fus_all","copies_Fverti_all","copies_Fum_all","perc_Fus_ITS","perc_Fvert_Fus","perc_Fum_Fus","log_copies_ITS_all","log_copies_Fus_all","log_copies_Fverti_all","log_copies_Fum_all","Observed","Chao1","se.chao1","ACE","se.ACE","Shannon","Simpson","InvSimpson","Fisher","Richness_raref","Richness_raref_sd","Inverse_Simpson_raref","Inverse_Simpson_raref_sd"
"Sample148","Sample148","1","OSU","2014","3","2","9","4","2.4","3.4","2014.3.4","OSU.2.4","2014.OSU.2.4","3.2.4.2","2014.3.2.4.2","Seed","1","OSU.14.SDH.9.4.2","148","2","7","D","Seed","0","2","3","1","0","1","",24,22,NA,61.6153846154,106,1,652,NA,1.436123348,NA,NA,13,0.5909090909,50.1538461538,29.6363636364,0.6551066917,0.6404727054,NA,NA,37163.5418229627,7.1781866928,5.7620581872,0,0.0193151307,80.2717794033,0,4.570128783,0.9126570205,0.8300789035,0,115,202.352941176471,32.7849310400804,211.16865663196,8.5574731515895,3.47717574002231,0.931425441739522,14.5826677614391,35.2702159143669,46.86,3.92870811778471,13.6762352542075,2.09581396565582
"Sample126","Sample126","1","PC","2014","2","1","1","1","1.1","2.1","2014.2.1","PC.1.1","2014.PC.1.1","2.1.1.3","2014.2.1.1.3","Seed","1","PC.14.SDH.1.1.3","126","2","4","F","Seed","0","3","4","0","1","1","",16,15,NA,78,104,1,688,NA,1.5154185022,NA,NA,11,0.7333333333,62.5454545455,45.8666666667,0.5974097601,0.5974097601,NA,NA,28851.3246227061,3.1233087504,3.0539714328,0,0.0108255298,97.7800043755,0,4.4601808099,0.6152458557,0.607880684,0,100,179.6875,30.9770983321199,204.945315450598,9.25764765131654,3.24723200242761,0.930618553610311,14.4130751380331,28.2080107494762,38.31,3.27739425936416,13.5266280925976,1.36262312046136
"Sample79","Sample79","1","OSU","2013","3","0","1","1","0.1","3.1","2013.3.1","OSU.0.1","2013.OSU.0.1","3.0.1.4","2013.3.0.1.4","Crown","1","OSU.13.CR8.0.1.4","79","1","10","G","Crown","0","4","2","1","0","0","0.082223072",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6285562914,NA,NA,NA,NA,0.1039507184,NA,NA,NA,NA,NA,NA,0.0429496864,NA,NA,484,1607.35294117647,200.786875159288,1759.24787165148,27.1975234877168,2.57506493478042,0.746698258168893,3.94786073230702,116.658695346047,34.21,4.12015249301001,3.88968137174913,0.546194052196457
"Sample157","Sample157","1","AS","2014","1","3","5","2","3.2","1.2","2014.1.2","AS.3.2","2014.AS.3.2","1.3.2.2","2014.1.3.2.2","Seed","1","AS.14.SDH.5.2.2","157","2","8","E","Seed","0","2","3","1","0","1","",20,18,NA,77.112,172.368,1,1298.44,NA,2.86,NA,NA,27,1.5,48.0903703704,72.1355555556,0.5397606337,0.5791324088,82,120.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,166.666666666667,24.5527790173739,209.729386892178,9.09804032664398,2.82476832389116,0.850759789209802,6.70060699261406,23.6276152874486,33.26,3.09323145077778,6.53908155955481,1.13224129704556
"Sample128","Sample128","1","OSU","2014","3","1","2","4","1.4","3.4","2014.3.4","OSU.1.4","2014.OSU.1.4","3.1.4.6","2014.3.1.4.6","Seed","1","OSU.14.SDH.2.4.6","128","2","4","H","Seed","0","6","4","1","0","1","",24,22,NA,80.6923076923,133,1,865,NA,1.9052863436,NA,NA,13,0.5909090909,66.5384615385,39.3181818182,0.7268296425,0.7971587381,NA,NA,44778.0399317433,230.8885318296,376.66333734,0,0.5156289382,163.1364426614,0,4.651074778,2.3652792709,2.5771048266,0,122,233.714285714286,37.5720444560377,244.178990587411,9.00796630104447,3.73985804846256,0.933081597222222,14.9435724477883,52.7615003078957,57.06,3.87642446936177,14.5298690250994,2.56031346827725
"Sample42","Sample42","1","OSU","2014","3","1","1","1","1.1","3.1","2014.3.1","OSU.1.1","2014.OSU.1.1","3.1.1.8","2014.3.1.1.8","Crown","1","OSU.14.CR8.1.1.8","42","1","6","B","Crown","0","8","4","1","1","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6921341283,NA,NA,NA,NA,36.7408973403,NA,NA,NA,NA,NA,NA,1.5768122219,NA,NA,584,1122.14606741573,86.6277627466174,1204.5966036069,21.6118265842387,3.51330953377748,0.89538904564045,9.55922834393597,128.919417678682,47.46,4.38873673179539,9.42756691124911,1.70366006653705
"Sample120","Sample120","1","OSU","2013","3","0","","6","0.6","3.6","2013.3.6","OSU.0.6","2013.OSU.0.6","3.0.6.4","2013.3.0.6.4","Seed","1","OSU.13.SDH.0.6.4","120","2","3","H","Seed","0","4","2","1","0","1","0.0944777658",120,40,NA,91.1956521739,152,NA,699.1666666667,4195,1.5413999071,9.2483994427,60,46,1.15,91.1956521739,104.875,0.7980993377,0.7980993377,NA,NA,11546.3281455651,20.1714367771,NA,NA,NA,NA,NA,4.0624438959,1.3047368334,NA,NA,622,967.666666666667,52.8318107182427,1094.41352521093,20.7258060775801,2.91149697335932,0.82200067421025,5.61799880737292,136.676182989224,36.8,4.27111510526516,5.65468544293915,0.748936644728146
"Sample16","Sample16","1","PC","2014","2","2","1","1","2.1","2.1","2014.2.1","PC.2.1","2014.PC.2.1","2.2.1.1","2014.2.2.1.1","Crown","1","PC.14.CR8.2.1.1","16","1","2","H","Crown","0","1","4","0","0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5979145437,NA,NA,NA,NA,1.7281701123,NA,NA,NA,NA,NA,NA,0.4358714468,NA,NA,297,485.88679245283,43.1447634524624,490.039897409376,12.4829572097757,2.9578886092985,0.694933818498879,3.27797724113292,89.8763032371977,53.32,5.34067676262366,3.2237307008322,0.490006750418306
"Sample165","Sample165","1","AS","2014","1","3","5","3","3.3","1.3","2014.1.3","AS.3.3","2014.AS.3.3","1.3.3.4","2014.1.3.3.4","Seed","1","AS.14.SDH.5.3.4","165","2","9","E","Seed","0","4","3","1","1","1","",20,18,NA,109.6666666667,168,1,1870.48,NA,4.12,NA,NA,27,1.5,69.277037037,103.9155555556,0.6958817674,0.6334550607,132,119,22122.9281980831,582.5764251072,361.4469605136,12.6478082454,2.6333603757,62.0428402071,2.1710127119,4.3448622403,2.7660977393,2.5592444621,1.1350629119,148,333,64.5288938756235,306.996963113652,10.9333508058139,3.6180892267168,0.938350464581074,16.2207223980637,41.2949410368588,48.84,3.62293480008357,15.2640671307052,2.49477814950087
"Sample170","Sample170","1","PC","2014","2","1","1","4","1.4","2.4","2014.2.4","PC.1.4","2014.PC.1.4","2.1.4.1","2014.2.1.4.1","Seed","1","PC.14.SDH.1.4.1","170","2","10","B","Seed","0","1","4","0","0","1","",16,15,NA,62.4444444444,111,1,448,NA,0.986784141,NA,NA,9,0.6,49.7777777778,29.8666666667,0.6656582813,0.6656582813,NA,NA,31115.6678312079,2.5294326336,1.4665267776,0,0.0081291285,57.9784872749,0,4.4929930838,0.5477048969,0.3920858347,0,207,492.47619047619,83.4967135345522,450.673544864367,12.9129185271228,3.08450404117853,0.897229636359373,9.73043165923641,45.3994048729779,37.25,3.42119064866977,9.41114355664737,1.09232084261158
"Sample145","Sample145","1","AS","2014","1","1","2","2","1.2","1.2","2014.1.2","AS.1.2","2014.AS.1.2","1.1.2.1","2014.1.1.2.1","Seed","1","AS.14.SDH.2.2.1","145","2","7","A","Seed","0","1","3","0","0","1","",20,18,NA,96.6,184,1,935.24,NA,2.06,NA,NA,15,0.8333333333,62.3493333333,51.9577777778,0.6652724629,0.6228911059,153,129,28440.9786945481,68.0492127768,22.3753848984,0.4257894654,0.2392646663,32.881181112,0.6257081427,4.4539598068,1.8391587316,1.3687587707,0.1540554016,170,267.533333333333,30.0777485678176,292.503236060867,10.9250196793547,3.26031927042266,0.908029197665839,10.8730159422407,42.7773177990834,41.31,3.72730845018604,10.2721626425382,1.26713149083574
"Sample177","Sample177","1","AS","2014","1","3","6","3","3.3","1.3","2014.1.3","AS.3.3","2014.AS.3.3","1.3.3.1","2014.1.3.3.1","Seed","1","AS.14.SDH.6.3.1","177","2","11","A","Seed","0","1","3","0","0","1","",20,18,NA,83.4349090909,208.656,1,1684.34,NA,3.71,NA,NA,33,1.8333333333,51.0406060606,93.5744444444,0.6059726307,0.587311218,139,143,22102.7312807864,2584.4996568864,1517.760924948,37.987674859,11.6931234609,58.7255224006,1.4698270421,4.3444655921,3.4125444845,3.181489415,1.5909273356,249,337.666666666667,27.0819971680567,309.558683774896,8.00133502979739,0.915803160268213,0.215631981548009,1.27491174611323,45.3913554092774,16.93,3.24194417290027,1.27192664442043,0.0663537355046081
"Sample277","Sample277","2","OSU","2013","","","","","","","","","","","2013","Silk","1","Silk.13.OSU.1","277","3","11","E","Silk","0","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,231.545454545455,34.7664634248116,290.766566792922,11.7966223529357,2.97289580721959,0.917162369077907,12.071808293751,27.6603806821117,28.58,3.27888870062878,11.4706838202143,0.945578693436632
"Sample138","Sample138","1","PC","2014","2","1","1","1","1.1","2.1","2014.2.1","PC.1.1","2014.PC.1.1","2.1.1.2","2014.2.1.1.2","Seed","1","PC.14.SDH.1.1.2","138","2","6","B","Seed","0","2","4","1","0","1","",16,15,NA,75,125,1,441,NA,0.9713656388,NA,NA,8,0.5333333333,55.125,29.4,0.7004601205,0.7004601205,NA,NA,19823.1565194207,268.7765847408,161.3241987192,3.6102040181,1.3558717779,60.0216714841,1.3431988585,4.297194718,2.4310042524,2.2103832677,0.6637201449,444,882.018518518518,86.3810524826483,838.976843826334,17.4979708418992,3.27813311492904,0.867139751940344,7.5267058025587,92.71811378815,43.67,4.08756428918027,7.26579155637696,1.35526780229668
"Sample162","Sample162","1","PC","2014","2","1","1","3","1.3","2.3","2014.2.3","PC.1.3","2014.PC.1.3","2.1.3.3","2014.2.1.3.3","Seed","1","PC.14.SDH.1.3.3","162","2","9","B","Seed","0","3","4","0","1","1","",16,15,NA,72.8333333333,106,1,711,NA,1.5660792952,NA,NA,12,0.8,59.25,47.4,0.8303780709,0.8303780709,NA,NA,34600.845721465,87.8471605584,68.0579018208,1.8278685615,0.2538873219,77.4730809604,2.0807372144,4.5390992654,1.9486435529,1.8392133791,0.4514592197,268,713.533333333333,108.223932265042,786.656065088757,17.884344293893,3.28580561922953,0.914274480825378,11.6651378682585,60.5907347621311,40.57,3.61046458858892,11.0667038422747,1.41847301627013
"Sample142","Sample142","1","PC","2014","2","1","1","2","1.2","2.2","2014.2.2","PC.1.2","2014.PC.1.2","2.1.2.2","2014.2.1.2.2","Seed","1","PC.14.SDH.1.2.2","142","2","6","F","Seed","0","2","4","1","0","1","",16,15,NA,72.1538461538,111,1,707,NA,1.5572687225,NA,NA,13,0.8666666667,54.3846153846,47.1333333333,0.5857201571,0.5857201571,NA,NA,23464.7537043863,539.0790941232,420.0334069128,9.3135326385,2.2973993289,77.9168421651,1.7276746103,4.370434508,2.7324573665,2.6243165563,1.0134074473,531,770.783582089552,39.682256781631,825.244312503463,16.8334374231269,2.44132620754687,0.8279397089193,5.81191624005202,99.9679911722042,22.07,3.47357993657229,5.74480960484032,0.675782965765598
"Sample168","Sample168","1","OSU","2014","3","2","13","3","2.3","3.3","2014.3.3","OSU.2.3","2014.OSU.2.3","3.2.3.6","2014.3.2.3.6","Seed","1","OSU.14.SDH.13.3.6","168","2","9","H","Seed","0","6","4","1","0","1","",24,22,NA,68.88,96.29,1,620.48,NA,1.3666960352,NA,NA,11,0.5,56.4072727273,28.2036363636,0.6312282152,0.6605716654,NA,NA,30159.0242101604,6.2549199528,0,0,0.0207397955,0,0,4.4794316858,0.860632625,0,0,312,561.478260869565,56.7604592825655,591.302594435344,14.5661726094022,4.32266350178251,0.973831995360337,38.2146064925521,81.8543829125156,63.65,4.12034861720131,30.477171931339,3.97074567563324
"Sample153","Sample153","1","AS","2014","1","3","5","2","3.2","1.2","2014.1.2","AS.3.2","2014.AS.3.2","1.3.2.1","2014.1.3.2.1","Seed","1","AS.14.SDH.5.2.1","153","2","8","A","Seed","0","1","3","0","0","1","",20,18,NA,119.2272727273,183,1,1825.08,NA,4.02,NA,NA,22,1.2222222222,82.9581818182,101.3933333333,0.5971108382,0.5513815426,78,103,26336.738130282,219.2215730088,41.8339194048,0,0.8323793627,19.0829391609,0,4.4205784753,2.3428598604,1.6317878152,0,169,484.625,100.680026857958,442.25116015625,12.6372207625377,3.38371082964347,0.914380069558619,11.679523620784,46.0723627231447,43.35,3.7426696030475,11.3155419075531,1.85354276274857
"Sample123","Sample123","1","OSU","2014","3","1","1","4","1.4","3.4","2014.3.4","OSU.1.4","2014.OSU.1.4","3.1.4.1","2014.3.1.4.1","Seed","1","OSU.14.SDH.1.4.1","123","2","4","C","Seed","0","1","3","0","0","1","",24,22,NA,82.4483333333,133.06,1,835,NA,1.8392070485,NA,NA,12,0.5454545455,69.5833333333,37.9545454545,0.717339866,0.7069984669,NA,NA,32672.9820437778,61.009812084,73.673274528,0,0.186728631,120.756435746,0,4.514202066,1.7924604153,1.8731651962,0,134,273.5,51.8195498292509,246.944968763396,8.59778104927295,3.68654237830965,0.955072001254143,22.2578353791514,35.9022828151942,48.07,3.60206169920068,20.2878494778429,2.49566829047622
"Sample134","Sample134","1","PC","2014","2","1","1","2","1.2","2.2","2014.2.2","PC.1.2","2014.PC.1.2","2.1.2.1","2014.2.1.2.1","Seed","1","PC.14.SDH.1.2.1","134","2","5","F","Seed","0","1","4","0","0","1","",16,15,NA,82.8892307692,131.06,1,893,NA,1.9669603524,NA,NA,13,0.8666666667,68.6923076923,59.5333333333,0.6824451811,0.6824451811,NA,NA,26420.3849310817,302.5893433128,200.0249781168,4.7977141784,1.1452874139,66.1044357765,1.5855529233,4.4219555783,2.4822865228,2.3032500235,0.7632568013,92,211.25,47.730321534115,206.017227665147,8.91960849255242,3.71816150470984,0.94797654411481,19.2220986281053,43.0286738415523,52.14,3.70917508321996,17.5786190631663,2.75243636381354
"Sample149","Sample149","1","AS","2014","1","1","2","2","1.2","1.2","2014.1.2","AS.1.2","2014.AS.1.2","1.1.2.3","2014.1.1.2.3","Seed","1","AS.14.SDH.2.2.3","149","2","7","E","Seed","0","3","3","0","1","1","",20,18,NA,114.21875,218,1,2587.8,NA,5.7,NA,NA,32,1.7777777778,80.86875,143.7666666667,0.7431860131,0.6416797488,73,103,28557.291010284,369.706752156,342.9276082512,7.5415194452,1.2946142266,92.7566527393,2.0398652178,4.4557322148,2.5690304965,2.5364670395,0.9315351339,147,327,59.157447487803,358.721109541463,11.5745761646489,3.42228699551202,0.9243609375,13.2206821045673,39.4378716697578,44.42,3.76635826036963,12.5558975799427,1.59014972779075
"Sample183","Sample183","1","OSU","2014","3","2","15","3","2.3","3.3","2014.3.3","OSU.2.3","2014.OSU.2.3","3.2.3.3","2014.3.2.3.3","Seed","1","OSU.14.SDH.15.3.3","183","2","11","G","Seed","0","3","3","0","1","1","",24,22,NA,75.9357142857,146.4,1,856.8,NA,1.8872246696,NA,NA,14,0.6363636364,61.2,38.9454545455,0.7292599585,0.7448403426,NA,NA,36934.7983159195,34.9499099304,54.15465396,0,0.0946259666,154.9493376888,0,4.5674474901,1.5556978066,1.7415821642,0,355,606.114285714286,49.8787653191025,736.650431518819,18.5482764888031,2.66787262172396,0.789317381205634,4.746476029786,78.0409262233883,35.88,3.90617227195394,4.73168029705934,0.553950765394864
"Sample164","Sample164","1","OSU","2014","3","2","12","5","2.5","3.5","2014.3.5","OSU.2.5","2014.OSU.2.5","3.2.5.4","2014.3.2.5.4","Seed","1","OSU.14.SDH.12.5.4","164","2","9","D","Seed","0","4","3","1","1","1","",24,22,NA,74,142,1,966,NA,2.127753304,NA,NA,16,0.7272727273,60.375,43.9090909091,0.6451270235,0.6807817945,NA,NA,46210.9136247634,8.9200418688,7.902177432,0,0.0193028901,88.589017274,0,4.6647539529,0.9965135052,0.9494962461,0,104,150.3125,19.9420693863586,150.123273774664,6.49615389559692,3.34249124020642,0.910048760651643,11.1171342078708,30.2798077648597,45.64,3.43634760297687,10.7109092171804,1.60478126359765
"Sample181","Sample181","1","AS","2014","1","3","6","3","3.3","1.3","2014.1.3","AS.3.3","2014.AS.3.3","1.3.3.2","2014.1.3.3.2","Seed","1","AS.14.SDH.6.3.2","181","2","11","E","Seed","0","2","3","1","0","1","",20,18,NA,86.5421052632,185.976,1,2397.12,NA,5.28,NA,NA,38,2.1111111111,63.0821052632,133.1733333333,0.616784833,0.6254257602,146,133,18997.7502105986,21.8984464896,3.388730004,0.2382582289,0.1152686305,15.4747507117,1.0880142982,4.2787250328,1.3598060193,0.6423388637,0.0928112228,194,380.041666666667,55.1427247715166,381.953423533825,11.8151235908063,3.25032137122182,0.875683618979202,8.04399220592417,47.4987181327304,44.17,3.93906875114698,7.98765152034445,1.39087197550264
"Sample174","Sample174","1","PC","2014","2","1","1","4","1.4","2.4","2014.2.4","PC.1.4","2014.PC.1.4","2.1.4.2","2014.2.1.4.2","Seed","1","PC.14.SDH.1.4.2","174","2","10","F","Seed","0","2","4","1","0","1","",16,15,NA,40.3333333333,73,1,262,NA,0.577092511,NA,NA,9,0.6,29.1111111111,17.4666666667,0.7084410716,0.7084410716,NA,NA,47967.2855104374,2195.4990595464,0,56.711300533,4.5770758887,0,2.5830710465,4.6809541961,3.3417310217,0,1.7612608613,260,677.6875,99.9012248341844,820.932934387403,19.5026376282402,3.41723013280161,0.931402741933167,14.5778421496923,63.9980079063687,41.67,3.74450439061208,13.4569738320358,1.65537764043557
"Sample48","Sample48","1","OSU","2014","3","2","4","4","2.4","3.4","2014.3.4","OSU.2.4","2014.OSU.2.4","3.2.4.7","2014.3.2.4.7","Crown","1","OSU.14.CR8.2.4.7","48","1","6","H","Crown","0","7","4","0","1","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7148220715,NA,NA,NA,NA,0.1810822835,NA,NA,NA,NA,NA,NA,0.072280155,NA,NA,1179,2061.00512820513,100.802065017175,2210.08983258427,30.3949897192419,5.35024745679729,0.984595080309665,64.9143273773378,329.725061912474,96.43,5.21120587452335,47.4224256594048,7.86537857747542
"Sample273","Sample273","2","AS","2012","1","","","","","","","","","","2012","Seed_stock","1","CRG.12.AS.OSU.A","273","3","11","A","Seed","0","","1","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,69,17.8836821420121,84.8253278649757,6.57425196889963,1.92894814244735,0.772666113374579,4.39881627347402,9.51462935426216,17.59,2.47857485933617,4.31307195648677,0.326611108124671
"Sample178","Sample178","1","PC","2014","2","1","1","4","1.4","2.4","2014.2.4","PC.1.4","2014.PC.1.4","2.1.4.3","2014.2.1.4.3","Seed","1","PC.14.SDH.1.4.3","178","2","11","B","Seed","0","3","4","0","1","1","",16,15,NA,53.8,74,1,207,NA,0.4559471366,NA,NA,5,0.3333333333,41.4,13.8,0.7414988187,0.7414988187,NA,NA,33375.2474705978,1019.7308019576,2785.4548404408,0,3.0553505344,273.1558990955,0,4.5234375069,3.0089112204,3.4450520089,0,143,346.571428571429,71.8447824446349,320.256253617765,10.1586413806599,2.9853908529269,0.895923813195901,9.60834587341564,30.429887999501,34.01,3.27060677655824,9.29386739507158,1.03092085839314
"Sample125","Sample125","1","AS","2014","1","1","1","1","1.1","1.1","2014.1.1","AS.1.1","2014.AS.1.1","1.1.1.3","2014.1.1.1.3","Seed","1","AS.14.SDH.1.1.3","125","2","4","E","Seed","0","3","3","0","1","1","",20,18,NA,93.8603076923,154.224,1,1775.14,NA,3.91,NA,NA,26,1.4444444444,68.2746153846,98.6188888889,0.6423729421,0.643955906,143,115,30323.0891214626,603.461502264,495.7405040304,11.8629775842,1.9901056249,82.1494829696,1.9658217699,4.4817877643,2.7813686462,2.6961295736,1.1093415128,129,220.5,32.360488982176,252.03506362231,10.3561520145446,3.40020737462778,0.917768300022477,12.1607603913495,35.2983951300762,43.85,3.52014405123059,11.6423921639197,2.05538959241489
"Sample147","Sample147","1","OSU","2014","3","2","9","3","2.3","3.3","2014.3.3","OSU.2.3","2014.OSU.2.3","3.2.3.2","2014.3.2.3.2","Seed","1","OSU.14.SDH.9.3.2","147","2","7","C","Seed","0","2","3","1","0","1","",24,22,NA,63.1428571429,91,1,345,NA,0.7599118943,NA,NA,7,0.3181818182,49.2857142857,15.6818181818,0.6404026565,0.6684912162,NA,NA,26242.5458498119,4.7112654816,0,0,0.017952776,0,0,4.4190225136,0.7567323483,0,0,140,264.25,41.7077439467365,276.817697756013,9.79779922861899,3.8031023800404,0.960615080485248,25.3904289337303,42.9907800860367,50.9,4.11574949910632,22.648657341118,2.51424559685046
"Sample182","Sample182","1","PC","2014","2","1","1","4","1.4","2.4","2014.2.4","PC.1.4","2014.PC.1.4","2.1.4.4","2014.2.1.4.4","Seed","1","PC.14.SDH.1.4.4","182","2","11","F","Seed","0","4","4","1","1","1","",16,15,NA,59.875,125,1,370,NA,0.8149779736,NA,NA,8,0.5333333333,46.25,24.6666666667,0.73531321,0.73531321,NA,NA,29911.7705272362,22.740122256,0.7533909768,0,0.0760239927,3.3130471697,0,4.4758566393,1.3754829511,0.2438787673,0,202,505.181818181818,86.5339741713608,499.555522863236,14.5190289168325,3.13086778330752,0.90947296943259,11.0464244075184,47.9803208971496,36.3,4.2151722109158,10.6724705002966,1.26062634248342
"Sample159","Sample159","1","OSU","2014","3","2","12","1","2.1","3.1","2014.3.1","OSU.2.1","2014.OSU.2.1","3.2.1.1","2014.3.2.1.1","Seed","1","OSU.14.SDH.12.1.1","159","2","8","G","Seed","0","1","3","0","0","1","",24,22,NA,62,152,1,789,NA,1.7378854626,NA,NA,15,0.6818181818,52.6,35.8636363636,0.5785070988,0.6022288023,NA,NA,46507.8208045182,3.3093246432,1.9606619064,0,0.0071156304,59.2465870772,0,4.6675353284,0.6344092129,0.4713888158,0,140,322.875,62.466755268175,344.500039176471,11.2929411059143,3.51917673953411,0.946851713110597,18.8152818938628,36.6779076961435,41.88,3.84623651814801,16.9773651321922,1.87968519458296
"Sample90","Sample90","1","OSU","2013","3","0","6","6","0.6","3.6","2013.3.6","OSU.0.6","2013.OSU.0.6","3.0.6.1","2013.3.0.6.1","Crown","1","OSU.13.CR8.0.6.1","90","1","12","B","Crown","0","1","1","0","0","0","0.0783454209",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7457417219,NA,NA,NA,NA,0.0785869598,NA,NA,NA,NA,NA,NA,0.0328551653,NA,NA,653,1392.43902439024,101.40285423838,1547.63474927434,23.0441580117917,2.42879312781083,0.711403469520913,3.4650451214363,148.817536899548,31.25,3.99842140567671,3.50723564647803,0.524057375285258
"Sample27","Sample27","1","OSU","2014","3","1","2","2","1.2","3.2","2014.3.2","OSU.1.2","2014.OSU.1.2","3.1.2.4","2014.3.1.2.4","Crown","1","OSU.14.CR8.1.2.4","27","1","4","C","Crown","0","4","3","1","1","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6700820741,NA,NA,NA,NA,0.2246275812,NA,NA,NA,NA,NA,NA,0.0880040364,NA,NA,651,1265.2,96.4584446276736,1250.33220864347,21.8646805601873,4.18775220052867,0.898565558855213,9.85858440894454,197.515078011027,72.33,5.06534073559487,9.56470499212313,1.68749452884657
"Sample49","Sample49","1","PC","2014","2","2","2","2","2.2","2.2","2014.2.2","PC.2.2","2014.PC.2.2","2.2.2.3","2014.2.2.2.3","Crown","1","PC.14.CR8.2.2.3","49","1","7","A","Crown","0","3","4","0","1","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6923364279,NA,NA,NA,NA,1.6711890968,NA,NA,NA,NA,NA,NA,0.4267046333,NA,NA,918,1984.04444444444,133.801253445182,2023.41627601082,29.2093106161977,5.77917909655879,0.991402027965011,116.306495988879,407.379374016138,109.25,5.07991688470939,68.33792457722,7.88857922597792
"Sample52","Sample52","1","PC","2014","2","1","4","4","1.4","2.4","2014.2.4","PC.1.4","2014.PC.1.4","2.1.4.1","2014.2.1.4.1","Crown","1","PC.14.CR8.1.4.1","52","1","7","D","Crown","0","1","4","0","0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6656582813,NA,NA,NA,NA,0.7017560303,NA,NA,NA,NA,NA,NA,0.2308972982,NA,NA,537,1111.67164179104,100.99010300751,1056.62732768064,19.6747889524726,4.90227207899769,0.976687227701573,42.894941330829,175.719772701862,85.35,5.25198375219624,35.3731820511251,5.94665218931372
"Sample26","Sample26","1","OSU","2014","3","2","4","4","2.4","3.4","2014.3.4","OSU.2.4","2014.OSU.2.4","3.2.4.2","2014.3.2.4.2","Crown","1","OSU.14.CR8.2.4.2","26","1","4","B","Crown","0","2","3","1","0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6551066917,NA,NA,NA,NA,1.3459150938,NA,NA,NA,NA,NA,NA,0.3703122895,NA,NA,657,1472.62962962963,127.505790668227,1563.91408490487,26.5739150510904,5.21128273772493,0.989500439554585,95.2420822946598,194.870660695787,94.31,5.22947164992542,61.3463879260447,6.69058591773293
"Sample43","Sample43","1","OSU","2014","3","2","1","1","2.1","3.1","2014.3.1","OSU.2.1","2014.OSU.2.1","3.2.1.2","2014.3.2.1.2","Crown","1","OSU.14.CR8.2.1.2","43","1","6","C","Crown","0","2","3","1","0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6250869737,NA,NA,NA,NA,1.2120768158,NA,NA,NA,NA,NA,NA,0.3448002041,NA,NA,871,1640.50735294118,101.36225413411,1804.0733964616,28.6547205961394,3.86716329199999,0.857140482373383,6.99988363823011,218.164702216061,65.84,5.45823444277756,7.30287632426447,1.42675555297357
"Sample57","Sample57","1","OSU","2014","3","2","4","4","2.4","3.4","2014.3.4","OSU.2.4","2014.OSU.2.4","3.2.4.4","2014.3.2.4.4","Crown","1","OSU.14.CR8.2.4.4","57","1","8","A","Crown","0","4","3","1","1","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6159620098,NA,NA,NA,NA,0.1614828361,NA,NA,NA,NA,NA,NA,0.0650127964,NA,NA,605,1144.45454545455,80.8998283106339,1323.53173918823,24.798562317583,3.15225700234056,0.852166378095927,6.7643610913415,141.435968232398,40.68,3.98958239378104,6.66878745592545,1.00191316328112
